date,wcontent,phead,hconduc,temp
2018-10-23,0.32145454545454544,-618.1818181818181,0.007180818181818182,10.909090909090908
2018-10-24,0.3181818181818182,-753.6545454545454,0.005474454545454546,13.046363636363635
2018-10-25,0.3156363636363636,-862.1909090909091,0.004402181818181818,15.489999999999998
2018-10-26,0.322,-627.0818181818182,0.009854909090909091,16.62636363636364
2018-10-27,0.3270909090909092,-489.7181818181818,0.015205909090909093,16.78
2018-10-28,0.3261818181818182,-493.92727272727274,0.011404363636363636,13.412727272727274
2018-10-29,0.3245454545454546,-529.8272727272728,0.009783090909090908,12.262727272727274
2018-10-30,0.32345454545454544,-569.8818181818182,0.008581363636363635,11.78909090909091
2018-10-31,0.3219090909090909,-610.1,0.0075647272727272724,12.004545454545454
2018-11-01,0.3205454545454545,-659.2454545454545,0.006573181818181819,11.459090909090909
2018-11-02,0.31909090909090904,-710.4818181818182,0.005712727272727273,11.423636363636362
2018-11-03,0.3176363636363636,-763.2545454545455,0.004980727272727273,10.596363636363638
2018-11-04,0.316,-824.1818181818181,0.0043219999999999995,11.013636363636364
2018-11-05,0.3149090909090909,-878.8818181818182,0.003796272727272728,10.672727272727272
2018-11-06,0.32854545454545453,-510.86,0.03942627272727273,10.052727272727275
2018-11-07,0.3290909090909091,-434.4818181818182,0.016510363636363636,9.005454545454546
2018-11-08,0.3307272727272728,-391.74545454545455,0.018536363636363632,9.49181818181818
2018-11-09,0.3294545454545455,-415.92727272727274,0.015645454545454546,10.288181818181819
2018-11-10,0.3274545454545455,-462.8363636363636,0.012998727272727271,10.397272727272728
2018-11-11,0.3256363636363636,-507.6454545454545,0.010981181818181817,10.909999999999998
2018-11-12,0.33272727272727276,-361.93636363636364,0.02663272727272727,10.116363636363635
2018-11-13,0.34390909090909094,-186.22272727272727,0.10013909090909091,9.250000000000002
2018-11-14,0.3523636363636363,-84.67909090909092,0.2193454545454545,8.763636363636364
2018-11-15,0.352,-88.11181818181818,0.19479999999999997,8.326363636363638
2018-11-16,0.351090909090909,-93.60181818181819,0.17996363636363635,8.143636363636363
2018-11-17,0.3478181818181818,-129.92727272727274,0.11523545454545453,8.883636363636365
2018-11-18,0.344,-173.01818181818183,0.07488636363636363,8.38818181818182
2018-11-19,0.341,-214.94545454545454,0.052605454545454546,8.719090909090909
2018-11-20,0.33836363636363637,-254.0909090909091,0.03947909090909091,8.623636363636363
2018-11-21,0.3356363636363637,-298.3818181818182,0.029856363636363636,8.866363636363637
2018-11-22,0.3325454545454546,-352.6909090909091,0.02226909090909091,9.709999999999999
2018-11-23,0.34454545454545454,-175.73363636363638,0.1174490909090909,10.583636363636364
2018-11-24,0.361,-9.642545454545456,1.3693636363636363,9.034545454545455
2018-11-25,0.35600000000000004,-52.80909090909091,0.3566363636363636,8.017272727272728
2018-11-26,0.34945454545454535,-112.51454545454546,0.14278181818181818,8.48
2018-11-27,0.34436363636363637,-168.84545454545454,0.0786,7.9754545454545465
2018-11-28,0.3411818181818182,-212.88181818181818,0.05354999999999999,7.903636363636363
2018-11-29,0.3382727272727273,-255.02727272727273,0.03932909090909091,8.661818181818182
2018-11-30,0.33572727272727276,-297.2,0.030028181818181815,9.24
2018-12-01,0.33345454545454545,-334.6181818181818,0.024087272727272725,9.903636363636364
2018-12-02,0.3305454545454545,-394.6272727272727,0.018143636363636365,9.863636363636363
2018-12-03,0.3280909090909091,-450.23636363636365,0.01417372727272727,9.658181818181818
2018-12-04,0.3256363636363636,-510.7,0.011200181818181817,10.336363636363636
2018-12-05,0.32336363636363635,-575.0636363636364,0.008948272727272727,10.549090909090907
2018-12-06,0.3349090909090909,-333.7845454545455,0.05160727272727273,10.114545454545453
2018-12-07,0.3346363636363637,-311.2090909090909,0.02745363636363636,9.264545454545456
2018-12-08,0.33236363636363647,-356.58181818181816,0.021179090909090908,8.704545454545453
2018-12-09,0.33145454545454545,-373.1,0.01930909090909091,7.796363636363636
2018-12-10,0.3290909090909091,-421.3727272727273,0.015658181818181818,7.404545454545454
2018-12-11,0.32618181818181813,-496.41818181818184,0.01186918181818182,7.358181818181819
2018-12-12,0.32318181818181824,-584.9454545454546,0.008938545454545454,7.331818181818183
2018-12-13,0.31990909090909087,-696.0181818181818,0.006671181818181818,9.401818181818182
2018-12-14,0.3169090909090909,-808.0727272727273,0.005118181818181819,9.217272727272727
2018-12-15,0.3137272727272727,-955.0909090909091,0.003917545454545455,8.520909090909093
2018-12-16,0.31163636363636366,-1061.709090909091,0.0031493454545454542,8.804545454545453
2018-12-17,0.316,-834.9727272727273,0.004763727272727274,8.660909090909092
2018-12-18,0.31781818181818183,-752.2363636363636,0.005099727272727272,8.142727272727273
2018-12-19,0.3168181818181818,-782.6363636363636,0.004412,7.488181818181818
2018-12-20,0.3384545454545455,-350.0945454545455,0.2566828181818182,7.075454545454545
2018-12-21,0.3387272727272727,-248.22727272727272,0.04272727272727273,6.177272727272728
2018-12-22,0.3371818181818182,-272.27272727272725,0.03432363636363636,4.827272727272727
2018-12-23,0.3347272727272727,-310.4818181818182,0.02746,4.282727272727272
2018-12-24,0.3316363636363637,-372.1545454545454,0.020190000000000003,4.73
2018-12-25,0.32799999999999996,-458.0,0.014209,5.212727272727274
2018-12-26,0.32490909090909087,-532.7272727272727,0.010650363636363635,6.275454545454546
2018-12-27,0.32136363636363646,-642.7363636363636,0.007761181818181818,6.583636363636364
2018-12-28,0.3197272727272728,-696.1545454545454,0.006312454545454546,7.0554545454545465
2018-12-29,0.32027272727272726,-659.709090909091,0.006345909090909091,6.056363636363637
2018-12-30,0.31881818181818183,-710.2181818181818,0.005530454545454546,5.930909090909092
2018-12-31,0.316,-830.8363636363637,0.004352363636363637,5.594545454545455
2019-01-01,0.3132727272727272,-959.1545454545454,0.0034804000000000002,5.470000000000001
2019-01-02,0.3127272727272728,-977.8727272727273,0.0031080909090909093,5.089090909090909
2019-01-03,0.3390000000000001,-352.3176363636364,0.36682063636363627,4.380909090909091
2019-01-04,0.3372727272727273,-269.3727272727273,0.035810909090909095,3.9163636363636365
2019-01-05,0.3357272727272727,-293.8727272727273,0.029930000000000002,4.741818181818181
2019-01-06,0.3336363636363637,-332.08181818181816,0.02426909090909091,4.782727272727272
2019-01-07,0.3286363636363636,-443.05454545454546,0.015485545454545457,4.9790909090909095
2019-01-08,0.3237272727272727,-581.5454545454545,0.010023454545454547,5.006363636363636
2019-01-09,0.3202727272727273,-685.9090909090909,0.007216363636363636,5.761818181818182
2019-01-10,0.3165454545454546,-846.4818181818182,0.0051666,4.766363636363636
2019-01-11,0.31481818181818183,-895.8909090909091,0.004184181818181818,3.2027272727272726
2019-01-12,0.3129090909090909,-983.9909090909091,0.0034199272727272736,3.0854545454545454
2019-01-13,0.3129090909090909,-954.6818181818181,0.0031445454545454546,2.3881818181818177
2019-01-14,0.3158181818181818,-828.5272727272727,0.004104636363636364,3.227272727272727
2019-01-15,0.3131818181818181,-939.7727272727273,0.0030907272727272723,4.55
2019-01-16,0.31018181818181817,-1098.3727272727272,0.002460245454545454,6.46909090909091
2019-01-17,0.34800000000000003,-206.5170909090909,0.7176265454545454,5.632727272727273
