* Project:       Karaj-Data-Assimilation
* File content:  soil physical parameters
* File name:     SoilPhysParam.csv
* Model version: Swap 3.2.87
* Generated at:  16-Sep-2026 17:00:59
layer,head(cm),theta(cm3.cm3),C(cm-1),RelSat(-),k(cm.d-1)
         2, -1.5226516E+03,  3.0282472E-01,  1.3875103E-05,  7.8318254E-01,  1.0671578E-03
         2, -1.6749168E+03,  3.0081242E-01,  1.2595487E-05,  7.7586114E-01,  8.6724059E-04
         2, -1.8424085E+03,  2.9880386E-01,  1.1424598E-05,  7.6855333E-01,  7.0416138E-04
         2, -2.0266493E+03,  2.9680059E-01,  1.0354875E-05,  7.6126476E-01,  5.7129456E-04
         2, -2.2293142E+03,  2.9480400E-01,  9.3789699E-06,  7.5400053E-01,  4.6316344E-04
         2, -2.4522457E+03,  2.9281537E-01,  8.4898110E-06,  7.4676522E-01,  3.7525222E-04
         2, -2.6974702E+03,  2.9083581E-01,  7.6806447E-06,  7.3956295E-01,  3.0384583E-04
         2, -2.9672172E+03,  2.8886635E-01,  6.9450650E-06,  7.3239740E-01,  2.4589419E-04
         2, -3.2639390E+03,  2.8690788E-01,  6.2770315E-06,  7.2527184E-01,  1.9889790E-04
         2, -3.5903329E+03,  2.8496120E-01,  5.6708780E-06,  7.1818917E-01,  1.6081222E-04
         2, -3.9493662E+03,  2.8302701E-01,  5.1213133E-06,  7.1115194E-01,  1.2996700E-04
         2, -4.3443028E+03,  2.8110591E-01,  4.6234161E-06,  7.0416237E-01,  1.0499993E-04
         2, -4.7787331E+03,  2.7919846E-01,  4.1726252E-06,  6.9722244E-01,  8.4801166E-05
         2, -5.2566064E+03,  2.7730511E-01,  3.7647265E-06,  6.9033381E-01,  6.8467637E-05
         2, -5.7822670E+03,  2.7542627E-01,  3.3958371E-06,  6.8349795E-01,  5.5265233E-05
         2, -6.3604937E+03,  2.7356227E-01,  3.0623886E-06,  6.7671610E-01,  4.4597769E-05
         2, -6.9965431E+03,  2.7171339E-01,  2.7611082E-06,  6.6998929E-01,  3.5981476E-05
         2, -7.6961974E+03,  2.6987989E-01,  2.4890006E-06,  6.6331841E-01,  2.9024103E-05
         2, -8.4658171E+03,  2.6806196E-01,  2.2433289E-06,  6.5670417E-01,  2.3407824E-05
         2, -9.3123988E+03,  2.6625975E-01,  2.0215963E-06,  6.5014714E-01,  1.8875274E-05
         2, -1.0243639E+04,  2.6447339E-01,  1.8215286E-06,  6.4364778E-01,  1.5218167E-05
         2, -1.1268003E+04,  2.6270298E-01,  1.6410562E-06,  6.3720643E-01,  1.2268021E-05
         2, -1.2394803E+04,  2.6094857E-01,  1.4782986E-06,  6.3082331E-01,  9.8886122E-06
         2, -1.3634283E+04,  2.5921021E-01,  1.3315483E-06,  6.2449858E-01,  7.9698459E-06
         2, -1.4997711E+04,  2.5748792E-01,  1.1992564E-06,  6.1823231E-01,  6.4227765E-06
         2, -1.6497483E+04,  2.5578169E-01,  1.0800192E-06,  6.1202449E-01,  5.1755694E-06
         2, -1.8147231E+04,  2.5409151E-01,  9.7256514E-07,  6.0587507E-01,  4.1702263E-06
         2, -1.9961954E+04,  2.5241735E-01,  8.7574351E-07,  5.9978391E-01,  3.3599330E-06
         2, -2.1958149E+04,  2.5075915E-01,  7.8851333E-07,  5.9375085E-01,  2.7069120E-06
         2, -2.4153964E+04,  2.4911687E-01,  7.0993341E-07,  5.8777568E-01,  2.1806850E-06
         2, -2.6569361E+04,  2.4749043E-01,  6.3915323E-07,  5.8185815E-01,  1.7566671E-06
         2, -2.9226297E+04,  2.4587975E-01,  5.7540454E-07,  5.7599797E-01,  1.4150309E-06
         2, -3.2148926E+04,  2.4428474E-01,  5.1799358E-07,  5.7019482E-01,  1.1397887E-06
         2, -3.5363819E+04,  2.4270533E-01,  4.6629418E-07,  5.6444838E-01,  9.1805028E-07
         2, -3.8900201E+04,  2.4114139E-01,  4.1974127E-07,  5.5875827E-01,  7.3942471E-07
         2, -4.2790221E+04,  2.3959284E-01,  3.7782510E-07,  5.5312412E-01,  5.9553634E-07
         2, -4.7069243E+04,  2.3805955E-01,  3.4008590E-07,  5.4754552E-01,  4.7963483E-07
         2, -5.1776167E+04,  2.3654143E-01,  3.0610913E-07,  5.4202208E-01,  3.8628022E-07
         2, -5.6953784E+04,  2.3503834E-01,  2.7552105E-07,  5.3655336E-01,  3.1108896E-07
         2, -6.2649163E+04,  2.3355018E-01,  2.4798478E-07,  5.3113893E-01,  2.5052904E-07
         2, -6.8914079E+04,  2.3207682E-01,  2.2319675E-07,  5.2577835E-01,  2.0175475E-07
         2, -7.5805487E+04,  2.3061813E-01,  2.0088338E-07,  5.2047117E-01,  1.6247346E-07
         2, -8.3386035E+04,  2.2917400E-01,  1.8079822E-07,  5.1521693E-01,  1.3083827E-07
         2, -9.1724639E+04,  2.2774429E-01,  1.6271923E-07,  5.1001518E-01,  1.0536138E-07
         2, -1.0089710E+05,  2.2632887E-01,  1.4644641E-07,  5.0486545E-01,  8.4844369E-08
         2, -1.1098681E+05,  2.2492763E-01,  1.3179963E-07,  4.9976727E-01,  6.8321906E-08
         2, -1.2208549E+05,  2.2354043E-01,  1.1861667E-07,  4.9472018E-01,  5.5016478E-08
         2, -1.3429404E+05,  2.2216715E-01,  1.0675143E-07,  4.8972370E-01,  4.4301850E-08
         2, -1.4772345E+05,  2.2080764E-01,  9.6072359E-08,  4.8477738E-01,  3.5673653E-08
         2, -1.6249579E+05,  2.1946179E-01,  8.6461019E-08,  4.7988073E-01,  2.8725678E-08
         2, -1.7874537E+05,  2.1812947E-01,  7.7810759E-08,  4.7503330E-01,  2.3130780E-08
         2, -1.9661991E+05,  2.1681054E-01,  7.0025566E-08,  4.7023461E-01,  1.8625494E-08
         2, -2.1628190E+05,  2.1550488E-01,  6.3018999E-08,  4.6548420E-01,  1.4997647E-08
         2, -2.3791009E+05,  2.1421237E-01,  5.6713244E-08,  4.6078160E-01,  1.2076372E-08
         2, -2.6170110E+05,  2.1293287E-01,  5.1038250E-08,  4.5612636E-01,  9.7240697E-09
         2, -2.8787121E+05,  2.1166625E-01,  4.5930962E-08,  4.5151800E-01,  7.8299326E-09
         2, -3.1665833E+05,  2.1041240E-01,  4.1334617E-08,  4.4695608E-01,  6.3047308E-09
         2, -3.4832416E+05,  2.0917119E-01,  3.7198126E-08,  4.4244014E-01,  5.0766096E-09
         2, -3.8315658E+05,  2.0794249E-01,  3.3475502E-08,  4.3796973E-01,  4.0877075E-09
         2, -4.2147224E+05,  2.0672619E-01,  3.0125352E-08,  4.3354441E-01,  3.2914314E-09
         2, -4.6361946E+05,  2.0552215E-01,  2.7110420E-08,  4.2916371E-01,  2.6502623E-09
         2, -5.0998141E+05,  2.0433025E-01,  2.4397176E-08,  4.2482721E-01,  2.1339884E-09
         2, -5.6097955E+05,  2.0315039E-01,  2.1955440E-08,  4.2053447E-01,  1.7182822E-09
         2, -6.1707750E+05,  2.0198243E-01,  1.9758050E-08,  4.1628505E-01,  1.3835543E-09
         2, -6.7878525E+05,  2.0082626E-01,  1.7780559E-08,  4.1207852E-01,  1.1140312E-09
         2, -7.4666378E+05,  1.9968176E-01,  1.6000966E-08,  4.0791445E-01,  8.9701126E-10
         2, -8.2133016E+05,  1.9854881E-01,  1.4399471E-08,  4.0379242E-01,  7.2226729E-10
         2, -9.0346317E+05,  1.9742731E-01,  1.2958252E-08,  3.9971201E-01,  5.8156404E-10
         2, -9.9380949E+05,  1.9631712E-01,  1.1661272E-08,  3.9567281E-01,  4.6827044E-10
         2, -1.0931904E+06,  1.9521815E-01,  1.0494097E-08,  3.9167439E-01,  3.7704707E-10
         2, -1.2025095E+06,  1.9413028E-01,  9.4437373E-09,  3.8771635E-01,  3.0359462E-10
         2, -1.3227604E+06,  1.9305340E-01,  8.4985034E-09,  3.8379829E-01,  2.4445125E-10
         2, -1.4550365E+06,  1.9198739E-01,  7.6478745E-09,  3.7991980E-01,  1.9682950E-10
         2, -1.6005401E+06,  1.9093215E-01,  6.8823828E-09,  3.7608049E-01,  1.5848490E-10
         2, -1.7605941E+06,  1.8988757E-01,  6.1935078E-09,  3.7227997E-01,  1.2761019E-10
         2, -1.9366535E+06,  1.8885354E-01,  5.5735816E-09,  3.6851783E-01,  1.0275019E-10
         2, -2.1303189E+06,  1.8782996E-01,  5.0157037E-09,  3.6479370E-01,  8.2733186E-11
         2, -2.3433508E+06,  1.8681672E-01,  4.5136641E-09,  3.6110720E-01,  6.6615715E-11
         2, -2.5776859E+06,  1.8581371E-01,  4.0618741E-09,  3.5745794E-01,  5.3638114E-11
         2, -2.8354545E+06,  1.8482084E-01,  3.6553045E-09,  3.5384555E-01,  4.3188705E-11
         2, -3.1189999E+06,  1.8383801E-01,  3.2894293E-09,  3.5026966E-01,  3.4774968E-11
         2, -3.4308999E+06,  1.8286510E-01,  2.9601755E-09,  3.4672990E-01,  2.8000333E-11
         2, -3.7739899E+06,  1.8190202E-01,  2.6638776E-09,  3.4322590E-01,  2.2545484E-11
         2, -4.1513889E+06,  1.8094867E-01,  2.3972371E-09,  3.3975731E-01,  1.8153311E-11
         2, -4.5665278E+06,  1.8000496E-01,  2.1572856E-09,  3.3632377E-01,  1.4616792E-11
         2, -5.0231805E+06,  1.7907078E-01,  1.9413518E-09,  3.3292493E-01,  1.1769234E-11
         2, -5.5254986E+06,  1.7814604E-01,  1.7470316E-09,  3.2956042E-01,  9.4764194E-12
         2, -6.0780485E+06,  1.7723065E-01,  1.5721618E-09,  3.2622992E-01,  7.6302768E-12
         2, -6.6858533E+06,  1.7632451E-01,  1.4147955E-09,  3.2293307E-01,  6.1437887E-12
         2, -7.3544386E+06,  1.7542752E-01,  1.2731808E-09,  3.1966953E-01,  4.9468894E-12
         2, -8.0898825E+06,  1.7453960E-01,  1.1457409E-09,  3.1643898E-01,  3.9831631E-12
         2, -8.8988707E+06,  1.7366065E-01,  1.0310572E-09,  3.1324107E-01,  3.2071845E-12
         2, -9.7887578E+06,  1.7279058E-01,  9.2785268E-10,  3.1007547E-01,  2.5823777E-12
         2, -1.0000000E+07,  1.7259688E-01,  9.0618838E-10,  3.0937074E-01,  2.4600242E-12
