parameter,min,q1,median,q3,max,mean,std,iqr
ores,0.08719902083812044,0.08808420915601363,0.08840322894009733,0.08932068221586902,0.08996167911027395,0.08851855782442655,0.0009445193256127267,0.0012364730598553864
osat,0.3697212397968818,0.37508794352856145,0.37931684696623896,0.38185817086723045,0.384163583060573,0.3781594257985476,0.005027321981096863,0.006770227338668999
alfa,0.0060445685080161215,0.00607541920954208,0.006082922086737899,0.006100445574950755,0.00626242366517406,0.006109644065235955,6.693547640119354e-05,2.5026365408674714e-05
npar,1.1000126368038956,1.1009868864238899,1.1075111118669172,1.107739220984956,1.1094886761039082,1.1050838469803739,0.0038781608334612773,0.0067523345610660535
ksatfit,18.978122122507795,19.338711949451756,19.49307292600644,19.57837398205657,19.984437363837987,19.467661374442944,0.30274240128812246,0.23966203260481223
lexp,1.3203966119132338,1.3578187200083844,1.4417318891548474,1.634841831195582,1.6747939159977634,1.4851091543102841,0.14471990659276526,0.27702311118719747
ksatexm,36.37919269690591,36.87750237926318,36.94821508856617,37.175373710495805,37.649862675358804,37.00372645779696,0.39067592614949653,0.29787133123262777
bdens,1441.928341967387,1444.6923622683744,1459.0239708692927,1471.6056288731693,1490.5062496069365,1461.3007492328152,18.589693436975168,26.9132666047949
