number,state,rmse,ores,osat,alfa,npar,ksatfit,lexp,ksatexm,bdens,best_so_far_rmse,previous_best_rmse,improvement,relative_improvement_percent
106,COMPLETE,0.032278351878619826,0.08798388063799548,0.4042716410932299,0.006181512396177671,1.1534275821070128,18.549386424718385,1.2632737353704875,39.42313646869869,1414.1412541191082,0.02551462325804559,0.02551462325804559,0.0,0.0
107,COMPLETE,0.030852422919440216,0.08883534915026339,0.3906541190568831,0.006105065922169467,1.1381990842751026,19.177737867280545,1.1990481484727942,37.352445148041845,1406.1255328842694,0.02551462325804559,0.02551462325804559,0.0,0.0
108,COMPLETE,0.05879272063784766,0.08943369648818329,0.37452090376196795,0.006227334854490993,1.1945590325396118,19.738267334053273,1.4195993671453802,38.50040141716117,1428.5299602270886,0.02551462325804559,0.02551462325804559,0.0,0.0
109,COMPLETE,0.032811400457767724,0.07501525594253478,0.3648562897008417,0.006413081320803077,1.1120543128049358,19.494291190866342,1.3838219503090077,37.781480985505276,1398.1057647735909,0.02551462325804559,0.02551462325804559,0.0,0.0
110,COMPLETE,0.03027355281429651,0.08839953197440498,0.41606191437968676,0.006153728337620696,1.1264903230437646,18.72234129896018,1.3120850924701306,36.87731413226697,1410.3296269510518,0.02551462325804559,0.02551462325804559,0.0,0.0
111,COMPLETE,0.02767417568781407,0.08991515026034673,0.3733144956118205,0.00611211251130071,1.1163856572292574,19.989549394623346,1.3544836194207694,39.167580711462605,1402.5790139589567,0.02551462325804559,0.02551462325804559,0.0,0.0
112,COMPLETE,0.026447835450183838,0.0899606241289476,0.3946959518207639,0.0060549225364240795,1.1115997837484652,19.751612929798565,1.356876663422281,38.17046680675236,1418.0290575197494,0.02551462325804559,0.02551462325804559,0.0,0.0
113,COMPLETE,0.028199148923327453,0.08888559636251242,0.3997520627768551,0.006055282000519929,1.1327293406390104,19.207053985773012,1.228193087290994,39.725750256195795,1417.012978167723,0.02551462325804559,0.02551462325804559,0.0,0.0
114,COMPLETE,0.026470889671486315,0.08792575515752263,0.39354299385322244,0.006007166765206551,1.1086028005676445,19.796960235832593,1.5145798080200625,37.84102843725718,1432.9960327182898,0.02551462325804559,0.02551462325804559,0.0,0.0
115,COMPLETE,0.026939265023381776,0.08762149060334597,0.3930770379380562,0.00601425517507655,1.1238133626679119,19.77554089012206,1.4429761705803459,37.73408625758801,1425.569459281721,0.02551462325804559,0.02551462325804559,0.0,0.0
116,COMPLETE,0.03753952583611041,0.08782645729456712,0.3935949816193539,0.006006120820150419,1.1617694312054851,19.78296000488219,1.4989896638979432,36.384077043589095,1422.4580553454625,0.02551462325804559,0.02551462325804559,0.0,0.0
117,COMPLETE,0.15266964334798191,0.08567485864580106,0.38310286174404806,0.006055254956099571,1.6051458872886917,19.417573205565738,1.4409136004005592,37.69133625725789,1427.090497500924,0.02551462325804559,0.02551462325804559,0.0,0.0
118,COMPLETE,0.03365150813856639,0.08663093561885295,0.38916907731742506,0.006002298705445553,1.1448844765643726,19.58682504644592,1.5347959383505123,38.52575981764501,1573.049921526454,0.02551462325804559,0.02551462325804559,0.0,0.0
119,COMPLETE,0.02803091150854715,0.08808480368993189,0.4043715436152166,0.006197464378340379,1.1238018621287198,19.78548135725219,1.401673187609556,39.14563704839085,1410.4131990910544,0.02551462325804559,0.02551462325804559,0.0,0.0
