date,wcontent,phead,hconduc,temp
2018-10-23,0.3205,-650.0,0.006451999999999999,13.5
2018-10-24,0.314,-905.4,0.0033125000000000003,14.77
2018-10-25,0.31,-1090.1,0.002246,17.275
2018-10-26,0.3275,-459.9,0.014114499999999999,17.660000000000004
2018-10-27,0.3345,-314.7,0.026615,17.089999999999996
2018-10-28,0.328,-450.6,0.013375000000000001,11.55
2018-10-29,0.324,-549.1,0.0090695,11.2
2018-10-30,0.3215,-621.75,0.0070685,11.285
2018-10-31,0.3195,-681.0,0.0058765,12.02
2018-11-01,0.3175,-752.7,0.004791,11.15
2018-11-02,0.316,-824.0,0.003974500000000001,11.334999999999999
2018-11-03,0.31399999999999995,-894.85,0.0033474999999999998,10.1
2018-11-04,0.312,-980.65,0.0027675,11.145
2018-11-05,0.31100000000000005,-1051.3,0.002386,10.504999999999999
2018-11-06,0.34550000000000003,-157.7,0.092,9.66
2018-11-07,0.334,-329.5,0.024225000000000003,8.325
2018-11-08,0.3335,-327.25,0.02456,9.63
2018-11-09,0.3295,-420.7,0.015284999999999998,10.775
2018-11-10,0.3255,-510.05,0.0105145,10.569999999999999
2018-11-11,0.32300000000000006,-574.05,0.0083115,11.24
2018-11-12,0.3395,-237.7,0.044505,9.73
2018-11-13,0.3515,-92.22,0.185,8.669999999999998
2018-11-14,0.3545,-62.754999999999995,0.29465,8.36
2018-11-15,0.352,-90.02000000000001,0.1894,7.984999999999999
2018-11-16,0.351,-94.895,0.17670000000000002,7.965000000000001
2018-11-17,0.3465,-142.35,0.09959499999999999,9.27
2018-11-18,0.3425,-193.0,0.06172,8.190000000000001
2018-11-19,0.3395,-240.05,0.042730000000000004,8.865
2018-11-20,0.3365,-283.0,0.031985,8.6
2018-11-21,0.3335,-336.35,0.023354999999999997,9.0
2018-11-22,0.3295,-406.75,0.016349999999999996,10.23
2018-11-23,0.353,-77.72999999999999,0.23170000000000002,11.195
2018-11-24,0.361,-9.6165,1.3715,8.265
2018-11-25,0.356,-54.96500000000001,0.3412,7.284999999999999
2018-11-26,0.348,-127.55,0.11725,8.6
2018-11-27,0.3425,-193.3,0.061575000000000005,7.705
2018-11-28,0.3395,-238.85,0.04311,7.81
2018-11-29,0.3365,-286.0,0.03139499999999999,9.080000000000002
2018-11-30,0.3335,-334.2,0.023635,9.655000000000001
2018-12-01,0.3315,-373.2,0.019215,10.375
2018-12-02,0.3275,-458.7,0.012969999999999999,9.940000000000001
2018-12-03,0.325,-526.95,0.009876,9.555
2018-12-04,0.32199999999999995,-604.55,0.007505500000000001,10.704999999999998
2018-12-05,0.3195,-688.8,0.0057599999999999995,10.75
2018-12-06,0.347,-137.95,0.10944500000000001,9.905
2018-12-07,0.336,-282.05,0.032135000000000004,8.735
2018-12-08,0.3305,-385.75,0.018054999999999998,8.265
2018-12-09,0.3305,-394.7,0.017260000000000005,7.18
2018-12-10,0.32700000000000007,-471.85,0.01225,7.040000000000001
2018-12-11,0.3225,-589.6,0.007896,7.255
2018-12-12,0.3185,-722.5,0.005238999999999999,7.295
